Date,GuestCount
2025-11-01,109
2025-11-02,60
2025-11-03,38
2025-11-04,10
2025-11-05,116
2025-11-06,29
2025-11-07,10
2025-11-08,108
2025-11-09,79
2025-11-10,82
2025-11-11,48
2025-11-12,58
2025-11-13,17
2025-11-14,10
2025-11-15,95
2025-11-16,100
2025-11-17,56
2025-11-18,56
2025-11-19,67
2025-11-20,18
2025-11-21,32
2025-11-22,129
2025-11-23,77
2025-11-24,10
2025-11-25,17
2025-11-26,69
2025-11-27,40
2025-11-28,18
2025-11-29,102
2025-11-30,48
2025-12-01,77
2025-12-02,76
2025-12-03,38
2025-12-04,113
2025-12-05,10
2025-12-06,96
2025-12-07,134
2025-12-08,48
2025-12-09,36
2025-12-10,10
2025-12-11,80
2025-12-12,55
2025-12-13,118
2025-12-14,62
2025-12-15,80
2025-12-16,85
2025-12-17,34
2025-12-18,37
2025-12-19,30
2025-12-20,86
2025-12-21,89
2025-12-22,10
2025-12-23,79
2025-12-24,81
2025-12-25,134
2025-12-26,61
2025-12-27,94
2025-12-28,105
2025-12-29,56
2025-12-30,73
2025-12-31,19
2026-01-01,42
2026-01-02,33
2026-01-03,227
2026-01-04,73
2026-01-05,86
2026-01-06,80
2026-01-07,37
2026-01-08,38
2026-01-09,50
2026-01-10,150
2026-01-11,87
2026-01-12,61
2026-01-13,56
2026-01-14,33
2026-01-15,131
2026-01-16,67
2026-01-17,100
2026-01-18,117
2026-01-19,52
2026-01-20,65
2026-01-21,52
2026-01-22,45
2026-01-23,70
2026-01-24,117
2026-01-25,105
2026-01-26,70
2026-01-27,56
2026-01-28,69
2026-01-29,50
2026-01-30,67
2026-01-31,137
2026-02-01,193
2026-02-02,37
2026-02-03,10
2026-02-04,151
2026-02-05,24
2026-02-06,91
2026-02-07,142
2026-02-08,108
2026-02-09,58
2026-02-10,62
2026-02-11,51
2026-02-12,37
2026-02-13,13
2026-02-14,140
2026-02-15,187
2026-02-16,26
2026-02-17,60
2026-02-18,23
2026-02-19,17
2026-02-20,41
2026-02-21,102
2026-02-22,104
2026-02-23,35
2026-02-24,11
2026-02-25,10
2026-02-26,72
2026-02-27,55
2026-02-28,106
2026-03-01,118
2026-03-02,151
2026-03-03,62
2026-03-04,22
2026-03-05,63
2026-03-06,79
2026-03-07,104
2026-03-08,117
2026-03-09,81
2026-03-10,62
2026-03-11,70
2026-03-12,67
2026-03-13,51
2026-03-14,97
2026-03-15,140
2026-03-16,59
2026-03-17,12
2026-03-18,52
2026-03-19,11
2026-03-20,84
2026-03-21,203
2026-03-22,136
2026-03-23,84
2026-03-24,63
2026-03-25,52
2026-03-26,50
2026-03-27,88
2026-03-28,97
2026-03-29,99
2026-03-30,54
2026-03-31,24
2026-04-01,154
2026-04-02,102
2026-04-03,163
2026-04-04,146
2026-04-05,183
2026-04-06,64
2026-04-07,86
2026-04-08,44
2026-04-09,48
2026-04-10,24
2026-04-11,108
2026-04-12,135
2026-04-13,121
2026-04-14,85
2026-04-15,67
2026-04-16,82
2026-04-17,74
2026-04-18,101
2026-04-19,131
2026-04-20,22
2026-04-21,67
2026-04-22,52
2026-04-23,36
2026-04-24,86
2026-04-25,121
2026-04-26,151
2026-04-27,52
2026-04-28,67
2026-04-29,30
2026-04-30,58
2026-05-01,121
2026-05-02,145
2026-05-03,43
2026-05-04,68
2026-05-05,10
2026-05-06,13
2026-05-07,10
2026-05-08,49
2026-05-09,36
2026-05-10,61
2026-05-11,10
2026-05-12,10
2026-05-13,24
2026-05-14,24
2026-05-15,11
2026-05-16,125
2026-05-17,132
2026-05-18,14
2026-05-19,21
2026-05-20,13
2026-05-21,32
2026-05-22,11
2026-05-23,138
2026-05-24,142
2026-05-25,54
2026-05-26,38
2026-05-27,49
2026-05-28,131
2026-05-29,10
2026-05-30,163
2026-05-31,134
2026-06-01,57
2026-06-02,10
2026-06-03,76
2026-06-04,57
2026-06-05,45
2026-06-06,127
2026-06-07,77
2026-06-08,23
2026-06-09,72
2026-06-10,42
2026-06-11,10
2026-06-12,76
2026-06-13,98
2026-06-14,150
2026-06-15,10
2026-06-16,10
2026-06-17,38
2026-06-18,30
2026-06-19,39
2026-06-20,23
2026-06-21,98
2026-06-22,10
2026-06-23,10
2026-06-24,50
2026-06-25,19
2026-06-26,10
2026-06-27,128
2026-06-28,115
2026-06-29,73
2026-06-30,10
2026-07-01,72
2026-07-02,10
2026-07-03,10
2026-07-04,41
2026-07-05,56
2026-07-06,39
2026-07-07,22
2026-07-08,46
2026-07-09,10
2026-07-10,10
2026-07-11,132
2026-07-12,47
2026-07-13,10
2026-07-14,81
2026-07-15,16
2026-07-16,70
2026-07-17,12
2026-07-18,116
2026-07-19,79
2026-07-20,28
2026-07-21,62
2026-07-22,10
2026-07-23,21
2026-07-24,36
2026-07-25,98
2026-07-26,102
2026-07-27,10
2026-07-28,83
2026-07-29,84
2026-07-30,35
2026-07-31,57
2026-08-01,134
