Date,DayOfWeek,IsWeekend,IsHoliday,Weather,Temperature,GuestCount
2023-05-01,0,0,1,Cloudy,29,159
2023-05-02,1,0,0,Cloudy,28,73
2023-05-03,2,0,0,Rainy,24,10
2023-05-04,3,0,0,Rainy,25,63
2023-05-05,4,0,1,Clear,32,153
2023-05-06,5,1,1,Rainy,25,190
2023-05-07,6,1,0,Rainy,26,77
2023-05-08,0,0,0,Clear,29,68
2023-05-09,1,0,0,Cloudy,29,25
2023-05-10,2,0,0,Cloudy,28,52
2023-05-11,3,0,0,Cloudy,29,84
2023-05-12,4,0,0,Rainy,25,15
2023-05-13,5,1,0,Rainy,24,105
2023-05-14,6,1,0,Rainy,26,46
2023-05-15,0,0,0,Clear,32,58
2023-05-16,1,0,0,Rainy,24,10
2023-05-17,2,0,0,Cloudy,28,61
2023-05-18,3,0,0,Clear,31,52
2023-05-19,4,0,0,Rainy,24,38
2023-05-20,5,1,0,Rainy,24,100
2023-05-21,6,1,0,Rainy,25,78
2023-05-22,0,0,0,Rainy,25,10
2023-05-23,1,0,0,Clear,29,78
2023-05-24,2,0,0,Cloudy,29,67
2023-05-25,3,0,0,Rainy,25,65
2023-05-26,4,0,0,Rainy,24,52
2023-05-27,5,1,0,Cloudy,27,91
2023-05-28,6,1,0,Rainy,25,102
2023-05-29,0,0,0,Rainy,26,18
2023-05-30,1,0,0,Rainy,26,14
2023-05-31,2,0,0,Rainy,24,38
2023-06-01,3,0,0,Clear,32,71
2023-06-02,4,0,0,Clear,30,66
2023-06-03,5,1,1,Cloudy,28,205
2023-06-04,6,1,0,Rainy,26,82
2023-06-05,0,0,0,Rainy,26,17
2023-06-06,1,0,0,Clear,30,58
2023-06-07,2,0,0,Clear,30,55
2023-06-08,3,0,0,Cloudy,27,42
2023-06-09,4,0,0,Rainy,24,10
2023-06-10,5,1,0,Clear,31,158
2023-06-11,6,1,0,Rainy,25,67
2023-06-12,0,0,0,Clear,30,60
2023-06-13,1,0,0,Clear,30,65
2023-06-14,2,0,0,Rainy,24,47
2023-06-15,3,0,0,Cloudy,29,70
2023-06-16,4,0,0,Cloudy,27,47
2023-06-17,5,1,0,Rainy,26,81
2023-06-18,6,1,0,Rainy,26,89
2023-06-19,0,0,0,Rainy,25,41
2023-06-20,1,0,0,Rainy,24,29
2023-06-21,2,0,0,Clear,32,70
2023-06-22,3,0,0,Rainy,24,58
2023-06-23,4,0,0,Rainy,24,10
2023-06-24,5,1,0,Rainy,25,89
2023-06-25,6,1,0,Rainy,25,83
2023-06-26,0,0,0,Clear,29,67
2023-06-27,1,0,0,Rainy,25,39
2023-06-28,2,0,0,Rainy,24,10
2023-06-29,3,0,1,Rainy,26,110
2023-06-30,4,0,0,Rainy,26,10
2023-07-01,5,1,0,Rainy,25,26
2023-07-02,6,1,0,Rainy,26,45
2023-07-03,0,0,1,Rainy,26,96
2023-07-04,1,0,0,Rainy,26,10
2023-07-05,2,0,0,Rainy,24,14
2023-07-06,3,0,0,Rainy,25,31
2023-07-07,4,0,0,Rainy,25,10
2023-07-08,5,1,0,Rainy,26,84
2023-07-09,6,1,0,Cloudy,27,144
2023-07-10,0,0,0,Clear,30,91
2023-07-11,1,0,0,Cloudy,29,52
2023-07-12,2,0,0,Rainy,26,29
2023-07-13,3,0,0,Clear,30,73
2023-07-14,4,0,0,Rainy,24,31
2023-07-15,5,1,0,Rainy,25,86
2023-07-16,6,1,0,Clear,32,158
2023-07-17,0,0,0,Rainy,26,10
2023-07-18,1,0,0,Rainy,26,19
2023-07-19,2,0,0,Rainy,25,21
2023-07-20,3,0,0,Rainy,24,39
2023-07-21,4,0,0,Rainy,26,28
2023-07-22,5,1,0,Rainy,26,61
2023-07-23,6,1,0,Clear,29,136
2023-07-24,0,0,0,Rainy,24,31
2023-07-25,1,0,0,Cloudy,29,38
2023-07-26,2,0,0,Rainy,24,22
2023-07-27,3,0,0,Cloudy,28,76
2023-07-28,4,0,0,Rainy,24,34
2023-07-29,5,1,0,Cloudy,27,132
2023-07-30,6,1,0,Rainy,25,83
2023-07-31,0,0,0,Rainy,26,15
2023-08-01,1,0,1,Clear,31,123
2023-08-02,2,0,0,Clear,32,41
2023-08-03,3,0,0,Cloudy,28,57
2023-08-04,4,0,0,Cloudy,27,42
2023-08-05,5,1,0,Clear,29,160
2023-08-06,6,1,0,Cloudy,27,116
2023-08-07,0,0,0,Rainy,25,10
2023-08-08,1,0,0,Clear,32,56
2023-08-09,2,0,0,Clear,29,85
2023-08-10,3,0,0,Clear,30,41
2023-08-11,4,0,0,Clear,32,48
2023-08-12,5,1,0,Cloudy,28,174
2023-08-13,6,1,0,Clear,31,134
2023-08-14,0,0,0,Cloudy,27,10
2023-08-15,1,0,0,Clear,31,72
2023-08-16,2,0,0,Clear,32,25
2023-08-17,3,0,0,Clear,32,35
2023-08-18,4,0,0,Cloudy,29,76
2023-08-19,5,1,0,Clear,29,133
2023-08-20,6,1,0,Clear,29,88
2023-08-21,0,0,0,Rainy,26,39
2023-08-22,1,0,0,Rainy,25,10
2023-08-23,2,0,0,Rainy,25,25
2023-08-24,3,0,0,Clear,31,78
2023-08-25,4,0,0,Clear,32,52
2023-08-26,5,1,0,Rainy,26,103
2023-08-27,6,1,0,Clear,31,136
2023-08-28,0,0,0,Rainy,25,40
2023-08-29,1,0,0,Cloudy,29,58
2023-08-30,2,0,1,Clear,31,156
2023-08-31,3,0,0,Cloudy,28,16
2023-09-01,4,0,0,Cloudy,29,66
2023-09-02,5,1,0,Clear,30,135
2023-09-03,6,1,0,Clear,29,136
2023-09-04,0,0,0,Rainy,26,10
2023-09-05,1,0,0,Cloudy,28,25
2023-09-06,2,0,0,Clear,32,74
2023-09-07,3,0,0,Clear,29,51
2023-09-08,4,0,0,Cloudy,28,38
2023-09-09,5,1,0,Cloudy,28,121
2023-09-10,6,1,0,Clear,32,136
2023-09-11,0,0,0,Clear,31,85
2023-09-12,1,0,0,Cloudy,27,42
2023-09-13,2,0,0,Cloudy,27,32
2023-09-14,3,0,0,Clear,30,51
2023-09-15,4,0,0,Clear,29,45
2023-09-16,5,1,0,Cloudy,28,74
2023-09-17,6,1,0,Clear,29,148
2023-09-18,0,0,0,Rainy,25,10
2023-09-19,1,0,0,Clear,30,94
2023-09-20,2,0,0,Rainy,25,58
2023-09-21,3,0,0,Clear,32,59
2023-09-22,4,0,0,Clear,31,76
2023-09-23,5,1,0,Rainy,24,123
2023-09-24,6,1,0,Clear,31,175
2023-09-25,0,0,0,Rainy,25,10
2023-09-26,1,0,0,Cloudy,27,38
2023-09-27,2,0,0,Cloudy,28,81
2023-09-28,3,0,1,Clear,29,128
2023-09-29,4,0,1,Clear,29,170
2023-09-30,5,1,0,Clear,32,186
2023-10-01,6,1,0,Rainy,25,66
2023-10-02,0,0,0,Rainy,25,10
2023-10-03,1,0,0,Rainy,24,68
2023-10-04,2,0,0,Rainy,24,28
2023-10-05,3,0,0,Rainy,26,35
2023-10-06,4,0,0,Rainy,24,31
2023-10-07,5,1,0,Rainy,24,110
2023-10-08,6,1,0,Clear,30,87
2023-10-09,0,0,0,Cloudy,27,78
2023-10-10,1,0,0,Rainy,24,37
2023-10-11,2,0,0,Clear,31,90
2023-10-12,3,0,0,Rainy,25,10
2023-10-13,4,0,0,Cloudy,27,31
2023-10-14,5,1,0,Clear,29,137
2023-10-15,6,1,0,Rainy,24,63
2023-10-16,0,0,0,Rainy,26,10
2023-10-17,1,0,0,Rainy,24,35
2023-10-18,2,0,0,Rainy,24,52
2023-10-19,3,0,0,Rainy,24,21
2023-10-20,4,0,0,Cloudy,27,20
2023-10-21,5,1,0,Rainy,24,48
2023-10-22,6,1,0,Rainy,26,57
2023-10-23,0,0,0,Cloudy,29,76
2023-10-24,1,0,0,Rainy,24,10
2023-10-25,2,0,0,Rainy,24,18
2023-10-26,3,0,0,Rainy,26,10
2023-10-27,4,0,0,Cloudy,27,34
2023-10-28,5,1,1,Cloudy,27,165
2023-10-29,6,1,0,Clear,29,112
2023-10-30,0,0,0,Clear,29,81
2023-10-31,1,0,0,Rainy,26,22
2023-11-01,2,0,0,Rainy,25,36
2023-11-02,3,0,0,Clear,30,53
2023-11-03,4,0,0,Rainy,25,10
2023-11-04,5,1,0,Rainy,24,78
2023-11-05,6,1,0,Clear,30,169
2023-11-06,0,0,0,Cloudy,29,95
2023-11-07,1,0,0,Clear,29,66
2023-11-08,2,0,0,Rainy,26,51
2023-11-09,3,0,0,Rainy,25,59
2023-11-10,4,0,0,Rainy,25,10
2023-11-11,5,1,0,Rainy,24,34
2023-11-12,6,1,1,Rainy,24,196
2023-11-13,0,0,0,Clear,30,59
2023-11-14,1,0,0,Cloudy,29,81
2023-11-15,2,0,0,Rainy,24,10
2023-11-16,3,0,0,Cloudy,27,10
2023-11-17,4,0,0,Rainy,26,38
2023-11-18,5,1,0,Cloudy,28,156
2023-11-19,6,1,0,Cloudy,29,108
2023-11-20,0,0,0,Rainy,26,10
2023-11-21,1,0,0,Rainy,25,10
2023-11-22,2,0,0,Rainy,24,47
2023-11-23,3,0,0,Rainy,25,20
2023-11-24,4,0,0,Rainy,24,27
2023-11-25,5,1,0,Rainy,24,107
2023-11-26,6,1,1,Cloudy,29,202
2023-11-27,0,0,0,Clear,29,91
2023-11-28,1,0,0,Rainy,25,42
2023-11-29,2,0,0,Clear,30,80
2023-11-30,3,0,0,Rainy,26,19
2023-12-01,4,0,0,Clear,30,52
2023-12-02,5,1,0,Clear,31,134
2023-12-03,6,1,0,Clear,29,145
2023-12-04,0,0,0,Clear,32,66
2023-12-05,1,0,0,Clear,31,91
2023-12-06,2,0,0,Cloudy,27,58
2023-12-07,3,0,0,Rainy,26,15
2023-12-08,4,0,0,Cloudy,28,64
2023-12-09,5,1,0,Clear,32,139
2023-12-10,6,1,0,Clear,32,130
2023-12-11,0,0,0,Clear,29,59
2023-12-12,1,0,0,Cloudy,28,53
2023-12-13,2,0,0,Cloudy,28,29
2023-12-14,3,0,0,Clear,30,98
2023-12-15,4,0,0,Clear,32,66
2023-12-16,5,1,0,Clear,30,143
2023-12-17,6,1,0,Clear,30,168
2023-12-18,0,0,0,Cloudy,29,57
2023-12-19,1,0,0,Clear,31,73
2023-12-20,2,0,0,Cloudy,28,68
2023-12-21,3,0,0,Cloudy,27,63
2023-12-22,4,0,0,Clear,29,66
2023-12-23,5,1,0,Clear,32,119
2023-12-24,6,1,0,Clear,31,84
2023-12-25,0,0,1,Rainy,24,123
2023-12-26,1,0,1,Cloudy,29,148
2023-12-27,2,0,0,Rainy,25,18
2023-12-28,3,0,0,Clear,31,71
2023-12-29,4,0,0,Clear,32,61
2023-12-30,5,1,0,Clear,31,90
2023-12-31,6,1,0,Rainy,24,74
2024-01-01,0,0,0,Cloudy,29,31
2024-01-02,1,0,0,Clear,29,71
2024-01-03,2,0,0,Clear,32,31
2024-01-04,3,0,0,Cloudy,29,25
2024-01-05,4,0,0,Cloudy,28,62
2024-01-06,5,1,0,Clear,31,140
2024-01-07,6,1,0,Clear,32,65
2024-01-08,0,0,0,Clear,29,71
2024-01-09,1,0,0,Clear,29,80
2024-01-10,2,0,0,Cloudy,27,33
2024-01-11,3,0,0,Clear,31,42
2024-01-12,4,0,0,Cloudy,28,24
2024-01-13,5,1,0,Clear,32,138
2024-01-14,6,1,0,Clear,32,134
2024-01-15,0,0,1,Cloudy,28,85
2024-01-16,1,0,0,Clear,29,16
2024-01-17,2,0,0,Cloudy,29,40
2024-01-18,3,0,0,Cloudy,29,39
2024-01-19,4,0,0,Clear,30,27
2024-01-20,5,1,0,Cloudy,28,116
2024-01-21,6,1,0,Clear,29,161
2024-01-22,0,0,0,Clear,30,71
2024-01-23,1,0,0,Rainy,24,14
2024-01-24,2,0,0,Clear,29,61
2024-01-25,3,0,1,Clear,29,164
2024-01-26,4,0,0,Rainy,24,10
2024-01-27,5,1,0,Clear,29,124
2024-01-28,6,1,0,Cloudy,29,85
2024-01-29,0,0,0,Rainy,26,27
2024-01-30,1,0,0,Clear,32,84
2024-01-31,2,0,0,Clear,32,61
2024-02-01,3,0,0,Clear,30,68
2024-02-02,4,0,0,Cloudy,27,63
2024-02-03,5,1,0,Clear,32,149
2024-02-04,6,1,1,Clear,29,243
2024-02-05,0,0,0,Clear,32,62
2024-02-06,1,0,0,Clear,32,61
2024-02-07,2,0,0,Cloudy,27,66
2024-02-08,3,0,0,Clear,30,26
2024-02-09,4,0,0,Cloudy,29,57
2024-02-10,5,1,0,Cloudy,29,122
2024-02-11,6,1,0,Cloudy,27,76
2024-02-12,0,0,0,Clear,32,78
2024-02-13,1,0,0,Clear,30,45
2024-02-14,2,0,0,Cloudy,27,64
2024-02-15,3,0,0,Cloudy,28,58
2024-02-16,4,0,0,Rainy,25,28
2024-02-17,5,1,0,Clear,31,123
2024-02-18,6,1,0,Clear,30,97
2024-02-19,0,0,0,Cloudy,27,85
2024-02-20,1,0,0,Clear,29,88
2024-02-21,2,0,0,Rainy,26,32
2024-02-22,3,0,0,Clear,32,52
2024-02-23,4,0,1,Clear,32,165
2024-02-24,5,1,0,Rainy,24,43
2024-02-25,6,1,0,Clear,31,113
2024-02-26,0,0,0,Cloudy,29,36
2024-02-27,1,0,0,Rainy,26,33
2024-02-28,2,0,0,Clear,31,64
2024-02-29,3,0,0,Cloudy,29,52
2024-03-01,4,0,0,Clear,29,75
2024-03-02,5,1,0,Cloudy,29,103
2024-03-03,6,1,0,Cloudy,28,116
2024-03-04,0,0,0,Cloudy,28,38
2024-03-05,1,0,0,Clear,32,49
2024-03-06,2,0,0,Clear,29,70
2024-03-07,3,0,0,Rainy,24,10
2024-03-08,4,0,1,Clear,30,139
2024-03-09,5,1,0,Clear,31,132
2024-03-10,6,1,0,Clear,30,84
2024-03-11,0,0,0,Cloudy,29,57
2024-03-12,1,0,0,Clear,31,79
2024-03-13,2,0,0,Clear,31,74
2024-03-14,3,0,0,Clear,30,45
2024-03-15,4,0,0,Clear,31,37
2024-03-16,5,1,0,Cloudy,29,117
2024-03-17,6,1,0,Clear,30,100
2024-03-18,0,0,0,Clear,31,58
2024-03-19,1,0,0,Cloudy,29,30
2024-03-20,2,0,0,Clear,31,60
2024-03-21,3,0,0,Rainy,25,16
2024-03-22,4,0,0,Clear,30,65
2024-03-23,5,1,0,Rainy,26,57
2024-03-24,6,1,1,Clear,29,213
2024-03-25,0,0,0,Clear,30,79
2024-03-26,1,0,0,Rainy,26,10
2024-03-27,2,0,0,Clear,32,70
2024-03-28,3,0,0,Cloudy,28,54
2024-03-29,4,0,1,Clear,31,203
2024-03-30,5,1,0,Clear,31,127
2024-03-31,6,1,0,Rainy,26,93
2024-04-01,0,0,0,Cloudy,29,26
2024-04-02,1,0,0,Cloudy,28,61
2024-04-03,2,0,0,Clear,30,34
2024-04-04,3,0,0,Clear,31,95
2024-04-05,4,0,0,Clear,30,71
2024-04-06,5,1,0,Cloudy,28,103
2024-04-07,6,1,0,Clear,32,139
2024-04-08,0,0,0,Cloudy,29,53
2024-04-09,1,0,0,Clear,32,83
2024-04-10,2,0,0,Clear,29,80
2024-04-11,3,0,1,Rainy,26,118
2024-04-12,4,0,1,Clear,32,144
2024-04-13,5,1,1,Clear,31,213
2024-04-14,6,1,0,Clear,30,146
2024-04-15,0,0,1,Cloudy,27,169
2024-04-16,1,0,0,Cloudy,29,71
2024-04-17,2,0,0,Clear,32,63
2024-04-18,3,0,0,Clear,31,69
2024-04-19,4,0,0,Clear,30,96
2024-04-20,5,1,0,Cloudy,29,67
2024-04-21,6,1,0,Clear,30,139
2024-04-22,0,0,0,Clear,31,85
2024-04-23,1,0,1,Clear,32,126
2024-04-24,2,0,0,Rainy,24,47
2024-04-25,3,0,0,Clear,29,67
2024-04-26,4,0,0,Clear,29,48
2024-04-27,5,1,0,Clear,30,107
2024-04-28,6,1,0,Clear,32,130
2024-04-29,0,0,0,Cloudy,27,29
2024-04-30,1,0,0,Rainy,24,10
2024-05-01,2,0,1,Rainy,25,92
2024-05-02,3,0,0,Rainy,24,10
2024-05-03,4,0,0,Cloudy,29,41
2024-05-04,5,1,0,Rainy,24,60
2024-05-05,6,1,0,Rainy,25,81
2024-05-06,0,0,0,Rainy,24,10
2024-05-07,1,0,0,Clear,29,52
2024-05-08,2,0,0,Rainy,24,34
2024-05-09,3,0,0,Clear,31,40
2024-05-10,4,0,0,Rainy,25,10
2024-05-11,5,1,0,Clear,31,123
2024-05-12,6,1,0,Clear,32,77
2024-05-13,0,0,0,Rainy,24,31
2024-05-14,1,0,0,Rainy,25,54
2024-05-15,2,0,0,Cloudy,29,73
2024-05-16,3,0,0,Cloudy,29,70
2024-05-17,4,0,0,Rainy,24,19
2024-05-18,5,1,0,Rainy,26,87
2024-05-19,6,1,0,Rainy,26,102
2024-05-20,0,0,0,Rainy,26,17
2024-05-21,1,0,0,Rainy,25,28
2024-05-22,2,0,0,Rainy,25,10
2024-05-23,3,0,1,Rainy,25,89
2024-05-24,4,0,1,Rainy,26,129
2024-05-25,5,1,0,Cloudy,28,166
2024-05-26,6,1,0,Rainy,25,102
2024-05-27,0,0,0,Clear,29,51
2024-05-28,1,0,0,Rainy,24,22
2024-05-29,2,0,0,Cloudy,29,90
2024-05-30,3,0,0,Cloudy,27,59
2024-05-31,4,0,0,Cloudy,29,30
2024-06-01,5,1,0,Clear,31,126
2024-06-02,6,1,0,Clear,30,143
2024-06-03,0,0,0,Rainy,26,29
2024-06-04,1,0,0,Cloudy,28,40
2024-06-05,2,0,0,Rainy,24,36
2024-06-06,3,0,0,Rainy,26,19
2024-06-07,4,0,0,Rainy,24,10
2024-06-08,5,1,0,Rainy,25,91
2024-06-09,6,1,0,Rainy,25,91
2024-06-10,0,0,0,Rainy,26,21
2024-06-11,1,0,0,Rainy,26,10
2024-06-12,2,0,0,Rainy,26,17
2024-06-13,3,0,0,Clear,31,104
2024-06-14,4,0,0,Rainy,25,29
2024-06-15,5,1,0,Rainy,25,64
2024-06-16,6,1,0,Clear,29,180
2024-06-17,0,0,1,Rainy,24,41
2024-06-18,1,0,0,Rainy,25,29
2024-06-19,2,0,0,Rainy,24,10
2024-06-20,3,0,0,Rainy,26,10
2024-06-21,4,0,1,Cloudy,28,184
2024-06-22,5,1,0,Rainy,26,98
2024-06-23,6,1,0,Rainy,24,98
2024-06-24,0,0,0,Cloudy,28,63
2024-06-25,1,0,0,Rainy,26,39
2024-06-26,2,0,0,Rainy,26,36
2024-06-27,3,0,0,Clear,32,102
2024-06-28,4,0,0,Rainy,26,40
2024-06-29,5,1,0,Cloudy,27,123
2024-06-30,6,1,0,Rainy,24,89
2024-07-01,0,0,0,Rainy,25,10
2024-07-02,1,0,0,Rainy,25,10
2024-07-03,2,0,0,Cloudy,29,14
2024-07-04,3,0,0,Rainy,24,10
2024-07-05,4,0,0,Rainy,25,49
2024-07-06,5,1,0,Rainy,24,61
2024-07-07,6,1,0,Rainy,24,75
2024-07-08,0,0,0,Rainy,24,10
2024-07-09,1,0,0,Rainy,25,10
2024-07-10,2,0,0,Cloudy,29,22
2024-07-11,3,0,0,Rainy,24,32
2024-07-12,4,0,0,Cloudy,29,10
2024-07-13,5,1,0,Clear,29,138
2024-07-14,6,1,0,Cloudy,28,115
2024-07-15,0,0,0,Clear,29,51
2024-07-16,1,0,0,Clear,29,54
2024-07-17,2,0,0,Clear,32,49
2024-07-18,3,0,0,Cloudy,27,55
2024-07-19,4,0,0,Rainy,25,17
2024-07-20,5,1,1,Cloudy,29,202
2024-07-21,6,1,0,Rainy,25,97
2024-07-22,0,0,0,Cloudy,27,45
2024-07-23,1,0,0,Clear,31,51
2024-07-24,2,0,0,Rainy,25,10
2024-07-25,3,0,0,Clear,32,32
2024-07-26,4,0,0,Rainy,26,71
2024-07-27,5,1,0,Clear,30,150
2024-07-28,6,1,0,Rainy,25,50
2024-07-29,0,0,0,Cloudy,27,78
2024-07-30,1,0,0,Clear,29,46
2024-07-31,2,0,0,Clear,29,40
2024-08-01,3,0,0,Clear,29,57
2024-08-02,4,0,0,Rainy,25,13
2024-08-03,5,1,0,Clear,30,126
2024-08-04,6,1,0,Clear,32,98
2024-08-05,0,0,0,Clear,29,50
2024-08-06,1,0,0,Cloudy,28,63
2024-08-07,2,0,0,Clear,31,29
2024-08-08,3,0,0,Cloudy,27,40
2024-08-09,4,0,0,Clear,30,38
2024-08-10,5,1,0,Rainy,24,59
2024-08-11,6,1,0,Cloudy,29,69
2024-08-12,0,0,0,Cloudy,27,10
2024-08-13,1,0,0,Clear,30,45
2024-08-14,2,0,0,Clear,32,59
2024-08-15,3,0,0,Rainy,24,12
2024-08-16,4,0,0,Clear,29,97
2024-08-17,5,1,0,Rainy,25,114
2024-08-18,6,1,0,Clear,32,129
2024-08-19,0,0,1,Clear,31,159
2024-08-20,1,0,0,Clear,31,89
2024-08-21,2,0,0,Cloudy,28,83
2024-08-22,3,0,0,Cloudy,29,34
2024-08-23,4,0,0,Clear,31,48
2024-08-24,5,1,0,Clear,31,162
2024-08-25,6,1,0,Clear,29,131
2024-08-26,0,0,0,Clear,31,52
2024-08-27,1,0,0,Cloudy,29,68
2024-08-28,2,0,0,Rainy,25,41
2024-08-29,3,0,0,Clear,31,54
2024-08-30,4,0,0,Clear,30,78
2024-08-31,5,1,0,Clear,31,113
2024-09-01,6,1,0,Clear,31,150
2024-09-02,0,0,0,Rainy,24,46
2024-09-03,1,0,0,Cloudy,27,74
2024-09-04,2,0,0,Clear,32,50
2024-09-05,3,0,0,Clear,32,68
2024-09-06,4,0,0,Cloudy,27,63
2024-09-07,5,1,0,Clear,30,153
2024-09-08,6,1,0,Cloudy,27,85
2024-09-09,0,0,0,Clear,30,80
2024-09-10,1,0,0,Clear,29,61
2024-09-11,2,0,0,Clear,30,81
2024-09-12,3,0,0,Clear,32,36
2024-09-13,4,0,0,Clear,31,39
2024-09-14,5,1,0,Cloudy,27,106
2024-09-15,6,1,0,Rainy,24,41
2024-09-16,0,0,1,Clear,31,147
2024-09-17,1,0,1,Cloudy,28,141
2024-09-18,2,0,0,Clear,30,49
2024-09-19,3,0,0,Clear,29,63
2024-09-20,4,0,0,Clear,30,59
2024-09-21,5,1,0,Clear,32,169
2024-09-22,6,1,0,Clear,31,132
2024-09-23,0,0,0,Cloudy,27,28
2024-09-24,1,0,0,Rainy,25,21
2024-09-25,2,0,0,Rainy,24,35
2024-09-26,3,0,0,Clear,30,43
2024-09-27,4,0,0,Cloudy,29,28
2024-09-28,5,1,0,Rainy,26,41
2024-09-29,6,1,1,Clear,30,199
2024-09-30,0,0,0,Clear,29,69
2024-10-01,1,0,0,Rainy,25,10
2024-10-02,2,0,0,Rainy,25,10
2024-10-03,3,0,0,Rainy,25,57
2024-10-04,4,0,0,Rainy,26,45
2024-10-05,5,1,0,Rainy,24,85
2024-10-06,6,1,0,Cloudy,29,132
2024-10-07,0,0,0,Rainy,26,19
2024-10-08,1,0,0,Rainy,26,38
2024-10-09,2,0,0,Rainy,25,29
2024-10-10,3,0,0,Cloudy,29,24
2024-10-11,4,0,0,Rainy,26,35
2024-10-12,5,1,0,Cloudy,29,104
2024-10-13,6,1,0,Cloudy,27,104
2024-10-14,0,0,0,Rainy,24,36
2024-10-15,1,0,0,Clear,32,68
2024-10-16,2,0,0,Rainy,24,10
2024-10-17,3,0,1,Cloudy,29,135
2024-10-18,4,0,0,Rainy,26,17
2024-10-19,5,1,0,Rainy,25,113
2024-10-20,6,1,0,Rainy,25,69
2024-10-21,0,0,0,Cloudy,28,58
2024-10-22,1,0,0,Rainy,24,33
2024-10-23,2,0,0,Rainy,24,44
2024-10-24,3,0,0,Cloudy,28,74
2024-10-25,4,0,0,Rainy,26,10
2024-10-26,5,1,0,Rainy,24,103
2024-10-27,6,1,0,Rainy,24,84
2024-10-28,0,0,0,Rainy,25,50
2024-10-29,1,0,0,Rainy,25,61
2024-10-30,2,0,0,Rainy,26,10
2024-10-31,3,0,1,Clear,31,116
2024-11-01,4,0,0,Rainy,24,25
2024-11-02,5,1,0,Cloudy,27,77
2024-11-03,6,1,0,Clear,30,162
2024-11-04,0,0,0,Rainy,24,29
2024-11-05,1,0,0,Clear,29,70
2024-11-06,2,0,0,Rainy,26,15
2024-11-07,3,0,0,Clear,31,95
2024-11-08,4,0,0,Cloudy,28,56
2024-11-09,5,1,0,Rainy,24,84
2024-11-10,6,1,0,Rainy,26,36
2024-11-11,0,0,0,Rainy,26,49
2024-11-12,1,0,0,Rainy,25,10
2024-11-13,2,0,0,Rainy,26,18
2024-11-14,3,0,0,Cloudy,28,59
2024-11-15,4,0,1,Cloudy,29,124
2024-11-16,5,1,0,Rainy,24,98
2024-11-17,6,1,0,Rainy,26,64
2024-11-18,0,0,0,Clear,31,96
2024-11-19,1,0,0,Clear,30,64
2024-11-20,2,0,0,Rainy,25,10
2024-11-21,3,0,0,Cloudy,29,57
2024-11-22,4,0,0,Clear,29,79
2024-11-23,5,1,0,Rainy,24,40
2024-11-24,6,1,0,Cloudy,28,83
2024-11-25,0,0,0,Rainy,26,17
2024-11-26,1,0,0,Rainy,24,29
2024-11-27,2,0,0,Clear,31,84
2024-11-28,3,0,0,Rainy,24,10
2024-11-29,4,0,0,Cloudy,27,51
2024-11-30,5,1,0,Cloudy,29,84
2024-12-01,6,1,0,Clear,31,122
2024-12-02,0,0,0,Clear,29,39
2024-12-03,1,0,0,Clear,32,37
2024-12-04,2,0,0,Clear,32,62
2024-12-05,3,0,0,Clear,29,76
2024-12-06,4,0,0,Rainy,25,37
2024-12-07,5,1,0,Rainy,24,134
2024-12-08,6,1,0,Rainy,26,66
2024-12-09,0,0,0,Clear,31,75
2024-12-10,1,0,0,Rainy,24,62
2024-12-11,2,0,0,Clear,32,31
2024-12-12,3,0,0,Cloudy,29,54
2024-12-13,4,0,0,Clear,29,56
2024-12-14,5,1,1,Clear,29,222
2024-12-15,6,1,0,Cloudy,27,69
2024-12-16,0,0,0,Clear,31,58
2024-12-17,1,0,0,Clear,31,78
2024-12-18,2,0,0,Clear,32,47
2024-12-19,3,0,0,Clear,31,52
2024-12-20,4,0,0,Cloudy,28,79
2024-12-21,5,1,0,Clear,32,142
2024-12-22,6,1,0,Clear,32,118
2024-12-23,0,0,0,Rainy,26,45
2024-12-24,1,0,0,Clear,29,64
2024-12-25,2,0,1,Clear,31,97
2024-12-26,3,0,0,Cloudy,29,27
2024-12-27,4,0,0,Clear,32,52
2024-12-28,5,1,0,Cloudy,28,120
2024-12-29,6,1,0,Clear,29,113
2024-12-30,0,0,0,Cloudy,28,22
2024-12-31,1,0,0,Cloudy,29,46
2025-01-01,2,0,0,Clear,29,77
2025-01-02,3,0,0,Clear,30,36
2025-01-03,4,0,0,Cloudy,29,53
2025-01-04,5,1,0,Cloudy,27,170
2025-01-05,6,1,0,Clear,31,103
2025-01-06,0,0,0,Rainy,24,10
2025-01-07,1,0,0,Clear,31,51
2025-01-08,2,0,0,Clear,32,57
2025-01-09,3,0,0,Rainy,26,31
2025-01-10,4,0,0,Clear,30,58
2025-01-11,5,1,0,Cloudy,27,156
2025-01-12,6,1,0,Clear,32,122
2025-01-13,0,0,1,Rainy,24,96
2025-01-14,1,0,1,Rainy,25,85
2025-01-15,2,0,0,Rainy,24,41
2025-01-16,3,0,0,Clear,31,28
2025-01-17,4,0,0,Cloudy,29,42
2025-01-18,5,1,0,Clear,32,159
2025-01-19,6,1,0,Rainy,24,90
2025-01-20,0,0,0,Cloudy,28,42
2025-01-21,1,0,0,Cloudy,29,82
2025-01-22,2,0,0,Clear,32,78
2025-01-23,3,0,0,Clear,30,102
2025-01-24,4,0,0,Clear,30,40
2025-01-25,5,1,0,Clear,30,133
2025-01-26,6,1,0,Clear,32,105
2025-01-27,0,0,0,Clear,29,89
2025-01-28,1,0,0,Cloudy,29,68
